Distance_mm,Overlap_Real
-1.597012710214908,-0.0027043547519740177
-1.5771740430072696,-0.003058280532420737
-1.557335375799631,-0.003416012967753093
-1.537496708591992,-0.0037773463128304694
-1.5176580413843535,-0.004142071839638518
-1.497819374176715,-0.004509977979811442
-1.4779807069690765,-0.004880850469176465
-1.458142039761438,-0.005254472494219876
-1.438303372553799,-0.005630624840372363
-1.4184647053461605,-0.006009086042010197
-1.398626038138522,-0.006389632534067768
-1.3787873709308835,-0.006772038805155565
-1.3589487037232444,-0.007156077552076789
-1.339110036515606,-0.007541519835635186
-1.3192713693079674,-0.007928135237624982
-1.2994327021003291,-0.008315692018893346
-1.2795940348926906,-0.00870395727836552
-1.2597553676850515,-0.009092697112921379
-1.239916700477413,-0.009481676778011898
-1.2200780332697745,-0.00987066084890365
-1.200239366062136,-0.01025941338243855
-1.1804006988544968,-0.010647698079196098
-1.1605620316468586,-0.011035278445944886
-1.14072336443922,-0.011421917958270198
-1.1208846972315816,-0.01180738022326414
-1.101046030023943,-0.012191429142164497
-1.081207362816304,-0.012573829072829133
-1.0613686956086654,-0.012954344991932648
-1.041530028401027,-0.013332742656771656
-1.0216913611933884,-0.013708788766565855
-1.0018526939857495,-0.01408225112314256
-0.982014026778111,-0.014452898790892512
-0.9621753595704725,-0.01482050225588527
-0.942336692362834,-0.015184833584032826
-0.9224980251551955,-0.015545666578191385
-0.9026593579475565,-0.015902776934091534
-0.882820690739918,-0.016255942394987958
-0.8629820235322795,-0.016604942904920796
-0.843143356324641,-0.016949560760481642
-0.8233046891170019,-0.017289580760978057
-0.8034660219093634,-0.017624790356892107
-0.783627354701725,-0.017954979796529043
-0.7637886874940865,-0.018279942270753736
-0.7439500202864481,-0.018599474055713768
-0.7241113530788089,-0.018913374653449735
-0.7042726858711704,-0.019221446930294882
-0.684434018663532,-0.019523497252966763
-0.6645953514558935,-0.019819335622256167
-0.644756684248255,-0.02010877580422
-0.624918017040616,-0.0203916354587867
-0.6050793498329775,-0.020667736265684297
-0.585240682625339,-0.020936904047603157
